reviewer_name,review_content,full_review_link,rating,review_time_information,reply_from_owner,reply_text
Manfred Simon,Sehr schönes Hotel bissl Abseits vom KuDamm trotzdem top sehr gepflegte Zimmer sauber. Alles gut. Angebot von Massagen u Beauty preiswert.. Und gut gemacht,https://goo.gl/maps/rHdKtoBC5yPtgV688,5,vor 2 Jahren,True,Vielen Dank für das schöne Feedback
BHaus,Frühstück ist nicht so toll. Hotel und Zimmer passen interessantes Konzept...,https://goo.gl/maps/3btkXuynDdXyinRd8,3,vor 10 Monaten,True,Oh das ist aber schade dass wir dich mit unsere Frühstücksauswahl nicht so glücklich machen konnten. Freuen uns dafür dass unser Hotel mit Fitnessclubanbindung usw. Dein Interesse geweckt hatte. Würden uns freuen Sie dennoch bald wieder als Gast begrüßen zu dürfen herzliche Grüße Sandra Schmalzried General Manager Aspria Berlin
Sascha Langenbach,Aerial Yoga wird mein absoluter Favorit wobei die vielen Kurse zur Aqua Gymnastik immer sehr gut sind.,https://goo.gl/maps/wyrX6o8YZczU5grk7,5,vor einem Jahr,False,
Ömür Dündar,Top Studio in Berlin Ich finde für den gehobenen Mietgliedsbeitag wird hier eine Menge geboten: Freundlicher Service neueste Geräte sehr kompetente Trainer und ein großzügiger Wellnessbereich...,https://goo.gl/maps/ngyheK23XZ6TGTLC6,5,vor 3 Jahren,True,Sehr geehrter Herr Ömür Dündar wir danken Ihnen für die hervorragende Bewertung unseres Clubs. Wir sind höchst erfreut dass Ihnen Aspria so großartig gefällt.. Falls Sie weitere Kommentare oder Feedback mit uns teilen möchten stehen wir Ihnen unter folgender Kontaktnummer/ Email zur Verfügung : +49 30 8906888 0/ berlin_mail aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
Lotti,Sauberes Hotel und schöne Moderne Zimmer. Was mich allerdings gestört hat war sie laute Badezimmer/Duschtür. Das Frühstück ist für die Auswahl relativ teuer.,https://goo.gl/maps/PeoC7SoWEn2hPWZZA,4,vor 4 Jahren,True,Liebe Line Vielen Dank dass Sie bei uns zu Gast waren und dass Sie sich die Zeit genommen haben uns ein Feedback dazulassen. Ihre zwei Kritikpunkte haben wir gern zur Kenntnis genommen. Das hilft uns sehr unseren Club und unseren Service stetig zu verbessern. Ihr Anliegen haben wir bereits intern kommuniziert. Wir geben unser Bestes dass der Defekt der Duschtür schnellstmöglich behoben wird. Wir würden uns sehr freuen Sie bald wieder in unserem Club begrüßen zu dürfen. Für eine neue Buchung sind wir gern persönlich behilflich. Zögern Sie nicht uns direkt zu kontaktieren. Herzliche Grüße Ihr Aspria Team
Laura Stilbruch,Der Mitarbeiter Pascal war sehr freundlich aufmerksam und hatte ein Lächeln auf den Lippen. Vielen Dank Das Essen war sehr gut und reichhaltig. Komme gerne wieder,https://goo.gl/maps/o6WPJGazLKb6yHnJ6,5,vor 2 Jahren,False,
Claudius Fabig,Aspria ist DER PLATZ für entspanntes trainieren. Großartiges Team Super Fitnessgeräte Tolle neue Saunen die besten Sonnenbänke der Stadt ( Wo die Röhren gewechselt werden wenn sie fällig sind und nicht erst wenn sie aufhören zu leuchten &,https://goo.gl/maps/bGyWMf9WLMgF3oda6,5,vor 9 Jahren,False,
Mike xxx,Nettes Hotel wenn man neben Sightseeing sich auch erholen (Spa und Sonnenterrasse) und sporteln (Fitnesstudio) möchte. Nettes und zuvorkommendes Personal. Komme gerne wieder.,https://goo.gl/maps/sasESA6AbfsraQRX6,5,vor 2 Jahren,False,
Ines Di,Super Ich gebe Vertretung'skurse und darf Sauna und Schwimmbad benutzen. Es ist sauber und die Kursleiter die ich kenne sehr freundlich und aufgeschlossen+ Freundlicher Service auch so....,https://goo.gl/maps/17h5fTsMsAZn3JLd9,5,vor 4 Jahren,True,Danke dir liebe Ines für die lieben Worte
joanna leciejewicz,Aspria hat kein Geld für die UV Schutzbrille in Solarium obwohl diese seit 2011 Pflicht sind Die Miarbeiterin meinte mit dem super unangenehmen Ton dass sie müssen keine Brille haben oder die Kunden sollen selber die Schutzbrille kaufen und mitbringen,https://goo.gl/maps/EczZbNCgJKoQawrA8,1,vor 5 Jahren,True,Sehr geehrte Frau Leciejewicz vielen Dank für Ihr Feedback zum Aspria Club Berlin. Wir bedauern dass wir Sie bisher von unserem Club nicht vollständig überzeugen konnten. Da wir Ihr Anliegen aber sehr ernst nehmen haben wir bereits am nächsten Tag wieder Solarienbrillen bestellt. Diese sind jetzt im Spa verfügbar. Wir möchten uns nochmal für Ihren Hinweis bedanken und hoffen Sie bald wieder im Club zu begrüßen. Freundliche Grüße Ihr Aspria Team
Dr.saxmo Lauter,Von aufgesetzter Freundlichkeit durchdrungen. Authentisch geht anders.,https://goo.gl/maps/gVcapjxqGwzvvxnj9,3,vor 6 Monaten,True,Sehr geehrter Herr Dr. Lauter vielen Dank für das Feedback. Vielleicht können wir Sie das nächste Mal davon überzeugen dass wir gerne freundlich sind. Tut mir leid dass dies diesmal nicht den Anschein gemacht hat. Mit besten Grüßen Sandra Schmalzried General Manager Aspria Berlin
Bastian Simmer,Leider laufen keine englisch-sprachigen Sender wie BBC oder CNN mehr auf den Fitness-Geräten. Will ja nicht jeder Germany's next top Moppel sehen. Sonst top Hotel.,https://goo.gl/maps/gFEYc1DXwYTBX35F9,3,vor 4 Jahren,True,Lieber Bastian nach unserem Umbau sind wir gemeinsam mit dem Gerätehersteller an einer Wiederherstellung der alten Programmeinstellungen dran. Gib uns noch ein wenig Zeit... DANKE
Sascha Mick,Eigentlich kann man zum Aspria eher sagen es ist ein Fitnessstudio mit angeschlossenen Hotel als etwas anderes. Wer gerne und viel Sport macht in jeglichen Ausprägung ist hier sehr gut aufgehoben.,https://goo.gl/maps/eeVa5czsNxXYCRd26,5,vor 4 Jahren,False,
Simone B,Sehr gepflegt und sauber. Wellnessbereich ist schön und regelmäßige Aufgüsse. Wasserspender waren defekt Keine Trainer in den Trainingsräumen,https://goo.gl/maps/PuDMyDWXLzruuM7R9,3,vor 4 Jahren,False,
Phaeton Xl,Perfektes Studio. Von den Geräten und Trainingsbereichen über den Wellnessbereich bis hin zur Gastronomie große Klasse. Und der Service ist auch nich Spitze. Verdiente 5 Sterne.,https://goo.gl/maps/c3YiL5HNt1gP1p9q6,5,vor 3 Jahren,True,Lieber Phaeton XL wir danken Ihnen für die hervorragende Bewertung unseres Clubs. Wir sind höchst erfreut dass Ihnen Aspria in allen Aspekten so großartig gefallen hat. Falls Sie weitere Kommentare oder Feedback mit uns teilen möchten stehen wir Ihnen unter folgender Kontaktnummer/ Email zur Verfügung: +49 30 8906888 0/ berlin_mail aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
Adrian San Fanboy HD,Rezension nur für das Fitnessstudio: Ganz ok nur fehlen paar Geräte und dass es über mehrere Stockwerke verteilt ist ist schade aber der Wellness Bereich top,https://goo.gl/maps/AwCheSAY2GVstvsy8,3,vor 3 Jahren,True,Lieber Adrian San Fanboy HD wir danken Ihnen für ihr Feedback und die Bewertung unseres Clubs. Da wir durchgehend bemüht sind die Erfahrung unser Besucher zu verbessern würden wir uns freuen wenn Sie weitere Informationen mit uns teilen könnten. Für zusätzliche Kommentare und Feedback stehen wir Ihnen jederzeit unter folgender Kontaktnummer/ Email zur Verfügung : +49 30 8906888 0/ berlin_mail aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
Mstr YO,Sehr guter Fitness und Wellness Club mit Hotel.,https://goo.gl/maps/dWMMuzVJdXHxWyuS8,5,vor 5 Monaten,True,Es war uns eine Freude und bedanken uns sehr für die schöne Bewertung. Bis bald mal wieder im Aspria herzliche Grüße Sandra Schmalzried General Manager
Jenny Tietgen,Mein Lieblingshotel Das war bisher mein 4.ter Aufenthalt und ich bin JEDES mal vollends zufrieden Ich komme sehr gerne wieder hier her,https://goo.gl/maps/QxCG68BkNZC1kzcU7,5,vor 6 Jahren,False,
Katharina Bergemann,Bei mir sind 14 Besuche verfallen da ich wegen eines Unfalls keinen Sport machen durfte. Von Kundenfreundlichkeit oder Kulanz keine Spur,https://goo.gl/maps/De818kvqJB6wb4ma6,1,vor 6 Jahren,False,
Niklas Babel,30 Grad im Innenraum ist unerträglich - man fragt sich was schief lief bei der Planung dieser ansonsten wirklich tollen Neugestaltung mit spitzen Geräten Pool und Wellness Bereich.,https://goo.gl/maps/HLNiwbzA2BBCcsZ99,1,vor 4 Jahren,False,
Vice Arcticton,Gehobenes Klientel. Super Service. Schöne Auswahl an Spa/Wellness und Trainingsmöglichkeiten: Um den Besuch mal in ein paar Worten zusammenzufassen.,https://goo.gl/maps/YezfKvBUtGSycNfu7,5,vor 4 Jahren,False,
Kay Thormann,eines der besten fitnessclubs in berlin. tolle athmosphäre sehr gute ausstattung und wirklich super nettes personal. bin seit gut zwei jahren dort und würde bestimmt nicht wechseln.,https://goo.gl/maps/q8xD4dHDB2KAuVVt6,5,vor 5 Jahren,True,Lieber Herr Thormann vielen Dank für Ihre tolle Bewertung und das nette Feedback. Das geben wir gern an unser Team weiter und wir freuen uns Sie schon bald wieder im Club zu sehen. Ihr Aspria Team
Mina Freemann,Tolle lockere Atmosphäre und alles unter einem Dach..Fitness Schwimmen und viele Kurse Gehobene Preise auch in der Gastronomie,https://goo.gl/maps/mmFE4bM1SsZ9WeD78,5,vor 5 Jahren,True,Vielen Dank für Ihre Bewertung Frau Freimann. Wir freuen uns schon darauf Sie bald wieder im Club begrüßen zu dürfen. Ihr Aspria Team
Tina Selinski,nettes Hotel leckeres Frühstück toller Saunabereich inklusive....haben uns dort wohlgefühlt,https://goo.gl/maps/vc3GBgaC7PjgViDY8,4,vor 4 Jahren,True,Liebe Tina Vielen Dank dass Sie bei uns zu Gast waren und dass Sie sich die Zeit genommen haben uns ein Feedback dazulassen. Umso mehr freut es uns dass dieses so positiv ausfällt. Schön dass Sie sich bei uns so wohlgefühlt haben. Lassen Sie uns doch aber gern wissen in welchen Punkten wir uns noch verbessern können damit wir eine 5-Sterne-Bewertung von Ihnen erhalten würden. Wir würden uns sehr freuen Sie bald wieder in unserem Club begrüßen zu dürfen. Wenn Sie eine neue Buchung vornehmen möchten sind wir Ihnen gern persönlich behilflich. Für Fragen und Wünsche stehen wir Ihnen gern zur Verfügung. Herzliche Grüße Ihr Aspria Team
Daniela amritha,Alles SEHR chic. Das - meines wissens - grösste kursangebot in Berlin. Bin leider zu selten in Berlin um eine mitgliedschaft zu beginnen. Aber wenn dann im Aspria. Sehr kompetente beratung,https://goo.gl/maps/PZK1oY8Y1HYuqMqs8,5,vor 4 Jahren,True,Vielen Dank liebe Daniela für diese fantastische Bewertung Das mach uns sehr stolz. Wir freuen uns darauf Sie schon bald als Gast wieder bei uns begrüßen zu dürfen. Mit lieben Grüßen aus dem Aspria Maria
Thomas S,Frühstück etwas dürftig daher ein Stern abzug.,https://goo.gl/maps/shGjoYM34ZrQT1PT9,4,vor 7 Monaten,False,
Sascha Langenbach,Sehr beeindruckend diese 5* Wellness- und Sport-Location. Ganz hohes Niveau,https://goo.gl/maps/wyrX6o8YZczU5grk7,5,vor 10 Monaten,True,Wir sind begeistert wenn Du es bist Vielen Dank für Deine Worte und auf ganz bald Sandra Schmalzried GM
Rani Mukherj,Früher war der Wellness Bereich viel besser.,https://goo.gl/maps/VEEAtLkU4ihQheC19,3,vor 10 Monaten,True,Vielen Dank für Ihre Rückmeldung&wir nehmen uns dessen gerne an und prüfen welche Veränderungen umsetzbar sind. Mit besten Grüßen Sandra Schmalzried General Manager Aspria Berlin
frank gössel,Sehr schönes und individuell eingerichtetes Hotel. Habe mich dort sehr wohl gefühlt,https://goo.gl/maps/mzpihZMsyBcpnA9Z6,5,vor 3 Jahren,True,Lieber Frank wir danken Ihnen für die hervorragende Bewertung unseres Clubs. Wir sind höchst erfreut dass Sie sich bei uns so wohlgefühlt haben. Umso mehr freuen wir uns wenn Sie uns bald wieder besuchen kommen. Falls Sie weitere Kommentare oder Feedback mit uns teilen möchten stehen wir Ihnen unter folgender Kontaktnummer/ Email zur Verfügung : 030 8906888 68/ resbe aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
Emanuele Espinoza,Einfach das beste Fitness Studio in Deutschland,https://goo.gl/maps/97dBnybwScjDyFqR7,5,vor 8 Monaten,False,
Nadiya Shchelkovska,Die Geräte teilweise sehr alt. Weniger Luxus für sehr viel Geld. Teure Mitgliedschaft und noch Zuzahlungen für jede Kleinigkeit.,https://goo.gl/maps/woN79yhF83T58LHRA,3,vor 5 Jahren,True,Liebe Frau Shchelkovska vielen Dank für Ihr ehrliches Feedback. Schade dass wir Sie bisher nicht vollständig zufrieden stellen konnten. Unser Anspruch ist es unseren Mitgliedern und Gästen einen unvergesslichen Aufenthalt zu bereiten. Ihre Kritikpunkte bezüglich unserer Geräte nehmen wir ernst. Wir möchten Ihnen versichern dass wir bereits an Umbauplänen für den gesamten Trainingsbereich arbeiten. Voraussichtlich ab Juli werden wir die 3 Trainingsräume renovieren und einen komplett neuen Gerätepark installieren. In diesem Zusammenhang werden auch weitere Leistungen und Trainingsmöglichkeiten in die Mitgliedschaft inkludiert. Herzliche Grüße Ihr Aspria Team
Es Ost,Super Koch Pascal und Bar personal unten im Aspria Restaurant.,https://goo.gl/maps/52rruZee3iev9WrF6,5,vor 10 Monaten,True,Vielen herzlichen Dank für diese wunderbare Rückmeldung die gerade in diesen für uns alle herausfordernden Zeiten sehr sehr gut tun. Ich wünsche einen guten Appetit auf ein baldiges Wiedersehen Sandra Schmalzried General Manager
Justus Klocke,Der Memberservice und der CEO sind null kundenorientiert und versuchen Geld abzuzocken wo es nur geht. Kann den Laden aus diesem Grund keinem empfehlen,https://goo.gl/maps/aKuzZ4LBFVXA9L4n7,1,vor 3 Jahren,True,Sehr geehrter Herr Klocke wir bedanken uns für die Bewertung unseres Clubs. Es tut uns leid zu hören dass Sie nicht mit Ihrer Erfahrung zufrieden waren. Wir würden sehr gerne mehr darüber erfahren. Für weitere Kommentare und Feedback stehen wir Ihnen jederzeit unter folgender Kontaktnummer zur Verfügung : 030 890 6888 68. Mit freundlichen Grüßen Ihr Aspria Team
Regina Meister,Bin begeistert wie Aspria mit dieser außergewöhnlichen und schwierigen Situation umgeht. Freue mich sehr über die Digitalkurse Einladungen in dieser schwierigen Zeit.,https://goo.gl/maps/HGaBLsiavTg98mZi6,5,vor 2 Jahren,False,
Peter Pixelpeter Horn,Vielen Dank für den tollen Service und 4 sehr ruhige Nächte in einer sicheren Lage von Berlin,https://goo.gl/maps/UQVFVKT2pVcFfkp87,4,vor einem Jahr,True,Das haben wir sehr gerne gemacht und freuen uns Ihnen gerne bald wieder ruhige Nächte bescheren zu dürfen. Vielen Dank für Ihr Feedback Sandra Schmalzried General Manager Aspria Berlin
Julius Witczak,Nur zu empfehlen Super Personal und gute Geräte. Das Highlight ist natürlich der Spa-Bereich.,https://goo.gl/maps/By2DrWXVempCUYYo6,5,vor 4 Jahren,True,Hallo Julius vielen Dank für das positive Feedback. Das nehmen wir uns sehr zu Herzen und werden es an unsere Teams weiterleiten. Es freut uns dass dir besonders unser Spa-Bereich gefällt. Wir haben auch oft unterschiedliche ganztägige Sauna Events welche dir bestimmt gefallen würden. Für weitere Informationen und Feedback stehen wir dir unter der folgenden Telefonnummer zur Verfügung: 030 890 6888-0. Wir freuen uns auf dich Ganz liebe Grüße aus dem Aspria
Dean Tenev,Die beste und grösste Fitness in Berlin.Braucht bald Erneuerung .Dann werden auch die Preise gerecht.,https://goo.gl/maps/iMjhTRJWKCYhV6ud6,5,vor 3 Jahren,True,Lieber Dean vielen Dank für ihre positive Bewertung unseres Clubs. Es freut uns zu sehen dass Ihnen unser Club gefallen hat. Wir streben stets unseren Besuchern die bestmögliche Erfahrung zu bieten deshalb würde es uns freuen zu erfahren was wir noch verbessern könnten. Zusätzliche Kommentare und Feedback können Sie jederzeit unter folgender Kontaktnummer/ Email mit uns teilen : berlin_mail aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
Stefan Reich,Bin schon seit über zehn Jahren Mitglied - aus gutem Grund. Tolles Studio,https://goo.gl/maps/AeyhDqPRqBqzRLH27,5,vor einem Jahr,True,Wir danken Dir so sehr lieber Stefan für dein tolles Feedback
Wolfhard Schultze-Gehlhaar,verschachtelte Bauweise unglücklich Verquickung zwischen Fitnesscenter und Hotel. Waschbecken im Zimmer. Ansonsten sehr stylisches Hotel.,https://goo.gl/maps/f3fuKWafDU2GxmF58,2,vor 3 Jahren,True,Lieber Wolfhard wir bedanken uns für die Bewertung unseres Clubs. Dank dass Sie sich die Zeit dafür genommen haben. Es tut uns sehr leid zu hören dass Sie mit unserem Konzept aus Mitgliederclub und Hotel nicht ganz zufrieden waren. Da 2 von maximal 5 Sternen vermuten lassen dass nicht nur diese Vereinigung die Bauweise und das Waschbecken dafür ausschlaggebend sind würden wir sehr gern mehr erfahren was wir außerdem in Zukunft verbessern können. Für weitere Kommentare und Feedback stehen wir Ihnen jederzeit unter folgender Kontaktnummer/ Email zur Verfügung: +49 30 890686868/ resbe aspria.de. Mit freundlichen Grüßen Ihr ASPRIA Team
Christian Koschinsky,Ich fühle mich dort wie zu Hause Es ist eine komplett bessere Location als alle anderen hochwertigen Studios.,https://goo.gl/maps/YTdcZARiwFcnY9KR7,5,vor einem Jahr,True,So schön zu hören Lieben Dank dafür und bis ganz bald
Ricarda Marek,Sehr vielfältiges Sportangebot...kompetentes und hilfsbereites Personal in allen Bereichen...super Saunabereich,https://goo.gl/maps/LqVAkhkgjBqRsDjo7,4,vor 3 Jahren,True,Liebe Ricarda vielen Dank für ihre positive Bewertung unseres Clubs. Es freut uns zu sehen dass Ihnen unser Club gefallen hat. Wir streben stets unseren Besuchern die bestmögliche Erfahrung zu bieten deshalb würde es uns freuen zu erfahren was wir noch verbessern könnten. Zusätzliche Kommentare und Feedback können Sie jederzeit unter folgender Email mit uns teilen : berlin_mail aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
AnaTatjana K,Bestes Fitnessstudio in Berlin,https://goo.gl/maps/NsFecCaJFQ9zWw556,5,vor 6 Monaten,True,Wow&nehmen wir einfach so sehr dankbar an Freuen uns über das großartige Feedback :) Herzlichen Dank Sandra Schmalzried General Manager
